,name,main_category,rating,reviews,categories,address,city,country,state,zipcode,broader_category,Weighted_Score,Weighted_Average,All_Cities
93,Marashi Historical House,Historical landmark,4.3,60.0,"Historical landmark, Tourist attraction","Marashi Historical House, 2VV5+75G, Shushtar, Khuzestan Province",Shushtar,Iran,Khuzestan,,Cultural,258.0,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
94,Hazrat Fatima Masumeh Holy Shrine,Shrine,4.7,7051.0,"Shrine, Tourist attraction","Hazrat Fatima Masumeh Holy Shrine, Qom",Qom,Iran,Qom,,Religious,33139.700000000004,4.69,"Gonbad-e-kavus, Qom"
95,Jamkaran Mosque,Mosque,4.7,3239.0,"Mosque, Tourist attraction","Qom, nthy, blwr pymbr `Zm, HWM7+6FR Jamkaran Mosque",Qom,Iran,Qom,,Religious,15223.300000000001,4.69,"Gonbad-e-kavus, Qom"
96,Alavi Public Park,Park,4.2,434.0,"Park, Tourist attraction","Qom Province, Qom, Alghadir Blvd., HRP7+33G Alavi Public Park",Qom,Iran,Qom,,Nature,1822.8000000000002,4.2,"Gonbad-e-kavus, Qom"
97,Ahanchi Bridge,Bridge,4.2,297.0,"Bridge, Historical place, Tourist attraction","Qom Province, Qom, Qom Province Qom zaer wrwdy Hrm smt chp t bzr 10 qdm b`d z bzr khnkhs, zaer, Ahanchi Bridge, khnh `ff",Qom,Iran,Qom,,Cultural,1247.4,4.25,"Gonbad-e-kavus, Qom"
98,Qom Salt Dome Lake,Tourist attraction,4.5,137.0,Tourist attraction,"Qom Salt Dome Lake, QP24+7Q9, Damshahr, Qom Province",Qom,Iran,Qom,,Entertainment,616.5,4.27,"Gonbad-e-kavus, Qom"
99,bzr khhnh qm Qom Old Bazar,Market,4.1,133.0,"Market, Tourist attraction","bzr khhnh qm Qom Old Bazar, JVRR+X2Q, Qom, Qom Province",Qom,Iran,Qom,,Entertainment,545.3,4.27,"Gonbad-e-kavus, Qom"
100,Birds Garden,Bird watching area,4.2,127.0,"Bird watching area, Park","Qom Province, Qom, blwr shhyd awyny shmly,, gdhr st, Birds Garden, wrwdy dr khnr",Qom,Iran,Qom,,Nature,533.4,4.2,"Gonbad-e-kavus, Qom"
101,Gozar Khan Bazaar,Bazar,4.2,111.0,"Bazar, Historical place, Tourist attraction","Qom Province, Qom, Eram St, JVRJ+MC7 Gozar Khan Bazaar",Qom,Iran,Qom,,Entertainment,466.20000000000005,4.27,"Gonbad-e-kavus, Qom"
102,The Teemcheh Grand bazar of Qom,Historical landmark,4.3,97.0,"Historical landmark, Tourist attraction","Qom Province, Qom, Imam Mousa Sadr Blvd, The Teemcheh Grand bazar of Qom, Used Motorcycle bazzar",Qom,Iran,Qom,,Cultural,417.09999999999997,4.25,"Gonbad-e-kavus, Qom"
103,Salt dome of Qom,Landmark,4.3,90.0,Landmark,"Qom Province, jdh khwh nmkhy, QM4R+X3G Salt dome of Qom",Qom,Iran,Qom,,Cultural,387.0,4.25,"Gonbad-e-kavus, Qom"
104,Jameh Mosque of Qom,Mosque,4.3,87.0,"Mosque, Historical landmark, Tourist attraction","Qom Province, Qom, bzrgrh `mr ysr, JVVV+6QW Jameh Mosque of Qom",Qom,Iran,Qom,,Religious,374.09999999999997,4.69,"Gonbad-e-kavus, Qom"
105,Gonbad Sabz Garden,Historical place,4.3,71.0,"Historical place, Tourist attraction","Qom Province, Qom, Shahid Rouhani Blvd, JVMX+289 Gonbad Sabz Garden",Qom,Iran,Qom,,Cultural,305.3,4.25,"Gonbad-e-kavus, Qom"
106,Kamkar Mosque,Mosque,4.1,51.0,"Mosque, Tourist attraction","Qom Province, Qom, khybn mm khmyny, MV3G+HXC Kamkar Mosque",Qom,Iran,Qom,,Religious,209.1,4.69,"Gonbad-e-kavus, Qom"
107,Katale Khor Cave,Tourist attraction,4.6,861.0,Tourist attraction,"Katale Khor Cave, R5P6+9W2, Garmab, Zanjan Province",Zanjan,Iran,Zanjan,,Entertainment,3960.6,4.51,Zanjan
108,Rakhtshuy Khaneh,Museum,4.4,539.0,"Museum, Tourist attraction","Zanjan Province, Zanjan, s`d~ wsT kwchh ~ rkhtshwykhnh, MFCM+FXP rkhtshwykhnh",Zanjan,Iran,Zanjan,,Cultural,2371.6000000000004,4.46,Zanjan
109,Zanjan Saltmen Museum,Museum,4.4,401.0,"Museum, Tourist attraction","Zanjan Province, Zanjan, Zeinabieh St, MFCJ+976 Zanjan Saltmen Museum",Zanjan,Iran,Zanjan,,Cultural,1764.4,4.46,Zanjan
110,Zanjan Great Bazaar,Bazar,4.3,311.0,"Bazar, Tourist attraction","Zanjan Great Bazaar, MF8G+VXH, Zanjan, Zanjan Province",Zanjan,Iran,Zanjan,,Entertainment,1337.3,4.51,Zanjan
111,Behestan Castle,Castle,4.6,263.0,"Castle, Tourist attraction","Zanjan Province, Mahneshan, rwsty bhstn, MP6P+6J4 Behestan Castle",Zanjan,Iran,Zanjan,,Cultural,1209.8,4.46,Zanjan
112,Zolfaqari Historical House,Museum,4.7,59.0,Museum,"Zanjan Province, Zanjan, Zeinabieh St, MFCJ+986 Zolfaqari Historical House",Zanjan,Iran,Zanjan,,Cultural,277.3,4.46,Zanjan
113,Gavazang Recreational Complex,Tourist attraction,4.3,54.0,Tourist attraction,"Gavazang Recreational Complex, PG7F+V73, Qavazang, Zanjan Province",Zanjan,Iran,Zanjan,,Entertainment,232.2,4.51,Zanjan
114,Khansar Sarcheshmeh Park,Park,4.3,274.0,"Park, Tourist attraction","Khansar Sarcheshmeh Park, 6859+M5P, Khansar, Isfahan Province",Khansar,Iran,Isfahan,,Nature,1178.2,4.36,"Abyaneh, Isfahan, Jolfa, Kashan, Khansar, Natanz, Varzaneh"
115,Golden Falls,Hiking area,4.2,61.0,"Hiking area, Tourist attraction","Golden Falls, G9V2+F74, Khorramabad, Lorestan Province",Khorramabad,Iran,Lorestan,,Nature,256.2,4.27,"Borujerd, Khorramabad"
116,bm khrm abd,Tourist attraction,4.4,377.0,"Tourist attraction, Park","Lorestan Province, Khorramabad, mydn dnshjw, No. shry`ty, bm khrm abd",Khorramabad,Iran,Lorestan,,Entertainment,1658.8000000000002,4.33,"Borujerd, Khorramabad"
117,prkh jngly mkhmlkhwh,National park,4.6,70.0,National park,"prkh jngly mkhmlkhwh, H7V9+9MW, Khorramabad, Lorestan Province",Khorramabad,Iran,Lorestan,,Nature,322.0,4.27,"Borujerd, Khorramabad"
118,Khayyam Garden,Garden,4.6,169.0,Garden,"Khayyam Garden, 5R8C+7HG, Neyshabur, Razavi Khorasan Province",Nishapur,Iran,Razavi Khorasan,,Nature,777.4,4.42,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
119,Jameh Mosque of Neyshabur,Mosque,4.5,68.0,"Mosque, Tourist attraction","Razavi Khorasan Province, Neyshabur, Imam Khomeini St, 6Q2W+RFW Jameh Mosque of Neyshabur",Nishapur,Iran,Razavi Khorasan,,Religious,306.0,4.78,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
120,Tomb of Omar Khayyam Neyshabouri,Tourist attraction,4.7,1110.0,Tourist attraction,"Tomb of Omar Khayyam Neyshabouri, 5R8C+8VX, Neyshabur, Razavi Khorasan Province",Nishapur,Iran,Razavi Khorasan,,Entertainment,5217.0,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
121,Mausoleum of Kamal-ol-Molk,Tourist attraction,4.7,140.0,Tourist attraction,"Mausoleum of Kamal-ol-Molk, 5R84+WQR, Neyshabur, Razavi Khorasan Province",Nishapur,Iran,Razavi Khorasan,,Entertainment,658.0,4.57,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
122,Shah Abbasi Caravanserai & Museum,Historical landmark,4.3,97.0,Historical landmark,"Shah Abbasi Caravanserai & Museum, 5RW2+VJF, Neyshabur, Razavi Khorasan Province",Nishapur,Iran,Razavi Khorasan,,Cultural,417.09999999999997,4.35,"Aliabad-katul, Mashhad, Nishapur, Sabzevar, Torbat-e-heydarieh, Torbat-e-jam"
123,Lafour Dam,Tourist attraction,4.6,647.0,Tourist attraction,"Lafour Dam, 6RG4+P7, Galeshkolah, Mazandaran Province",Savadkuh,Iran,Mazandaran,,Entertainment,2976.2,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
124,Gazou Waterfall,Nature preserve,4.5,602.0,"Nature preserve, Tourist attraction","Gazou Waterfall, 5V46+MFG, Alasht, Mazandaran Province",Savadkuh,Iran,Mazandaran,,Nature,2709.0,4.41,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
125,Shahandasht Waterfall,Tourist attraction,4.5,451.0,Tourist attraction,"Shahandasht Waterfall, W755+F2M, Shahandasht, Mazandaran Province",Savadkuh,Iran,Mazandaran,,Entertainment,2029.5,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
126,Palang Darreh,Tourist attraction,4.3,223.0,Tourist attraction,"Palang Darreh, 7WHR+H8J, Shirgah, Mazandaran Province",Savadkuh,Iran,Mazandaran,,Entertainment,958.9,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
127,Veresk Waterfall,Tourist attraction,4.6,72.0,Tourist attraction,"Veresk Waterfall, VXWW+QVH, Veresk, Mazandaran Province",Savadkuh,Iran,Mazandaran,,Entertainment,331.2,4.48,"Amol, Babolsar, Bandar-abbas, Behshahr, Chalus, Kelardasht, Nowshahr, Qaem-shahr, Ramsar, Sari, Savadkuh"
128,Visadar Waterfall,Tourist attraction,4.5,1990.0,"Tourist attraction, Park","Gilan Province, Paresar, khmrbndy prh sr, HWRF+5GM Visadar Waterfall",Lahijan,Iran,Gilan,,Entertainment,8955.0,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
129,Sheytan Kuh,Tourist attraction,4.3,1293.0,Tourist attraction,"Sheytan Kuh, 622F+2M2, Lahijan, Gilan Province",Lahijan,Iran,Gilan,,Entertainment,5559.9,4.52,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
130,Bam-e Sabz,Ecological park,4.4,245.0,Ecological park,"Bam-e Sabz, Lahijan, Gilan Province",Lahijan,Iran,Gilan,,Nature,1078.0,4.34,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
131,Sheikh Zahed Gilani's Shrine,Shrine,4.4,233.0,"Shrine, Tourist attraction","Gilan Province, Lahijan, jdh shykhnbr - gwhr sr, lhyjn, stn gyln,, Sheikh Zahed Gilani's Shrine",Lahijan,Iran,Gilan,,Religious,1025.2,4.4,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
132,Pol-e Kheshti,Bridge,4.5,208.0,"Bridge, Historical place, Tourist attraction","Pol-e Kheshti, 55W2+FCP, Langarud, Gilan Province",Lahijan,Iran,Gilan,,Cultural,936.0,4.59,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
133,Fajr Park,Park,4.3,115.0,"Park, Tourist attraction","Fajr Park, 55P5+5V8, Langarud, Gilan Province",Lahijan,Iran,Gilan,,Nature,494.5,4.34,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
134,Brick Bridge,Bridge,4.2,69.0,"Bridge, Tourist attraction","Gilan Province, Lahijan, ayt llh khshny, 6X5R+G6R Brick Bridge",Lahijan,Iran,Gilan,,Cultural,289.8,4.59,"Astara, Bandar-anzali, Lahijan, Masouleh, Rasht, Rudbar"
135,Meshgin Shahr Suspended Bridge,Tourist attraction,4.3,1712.0,Tourist attraction,"Meshgin Shahr Suspended Bridge, 9MGJ+HWF, Meshginshahr, Ardabil Province",Meshkin-shahr,Iran,Ardabil,,Entertainment,7361.599999999999,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
136,Haft Cheshmeh Bridge,Bridge,4.1,68.0,"Bridge, Tourist attraction","Ardabil, Motahhari, 67QV+8JH Haft Cheshmeh Bridge",Meshkin-shahr,Iran,Ardabil,,Cultural,278.79999999999995,4.47,"Ardabil, Khalkhal, Meshkin-shahr"
137,Qabus Ibn Voshmgir Historical Tower,Monument,4.5,761.0,"Monument, Historical landmark, Historical place museum, Museum, Tourist attraction","Golestan Province, Gonbad-e Kavus, Emam Khomeini Shomali, 7559+6HX Qabus Ibn Voshmgir Historical Tower",Gonbad-e-kavus,Iran,Golestan,,Cultural,3424.5,4.4,"Aliabad-katul, Bojnurd, Gonbad-e-kavus, Gorgan, Kordkuy, Shahroud, Shahrud"
138,Gonbad-e Kabood,Historical place,4.4,106.0,"Historical place, Tourist attraction","East Azerbaijan Province, Maragheh, Ohadi St, 96RQ+4M9 Gonbad-e Kabood",Gonbad-e-kavus,Iran,East Azarbaijan,,Cultural,466.40000000000003,4.43,"Gonbad-e-kavus, Jolfa, Maragheh, Sahand, Tabriz"
139,National Garden,City park,4.4,99.0,"City park, Tourist attraction","Golestan Province, Gonbad-e Kavus, North Hafez, 7559+3H5 National Garden",Gonbad-e-kavus,Iran,Golestan,,Nature,435.6,4.55,"Aliabad-katul, Bojnurd, Gonbad-e-kavus, Gorgan, Kordkuy, Shahroud, Shahrud"
140,Gonbad Sabz Garden,Historical place,4.3,71.0,"Historical place, Tourist attraction","Qom Province, Qom, Shahid Rouhani Blvd, JVMX+289 Gonbad Sabz Garden",Gonbad-e-kavus,Iran,Qom,,Cultural,305.3,4.25,"Gonbad-e-kavus, Qom"
141,Behbahan narcissus garden,Botanical garden,4.4,68.0,"Botanical garden, Tourist attraction","Behbahan narcissus garden, J799+XH6, Salarabad, Khuzestan Province",Behbahan,Iran,Khuzestan,,Nature,299.20000000000005,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
142,Qeshm Geopark,Nature preserve,4.3,71.0,"Nature preserve, Tourist attraction","Qeshm Geopark, R3MX+V57, Rigu, Hormozgan Province",Qeshm,Iran,Hormozgan,,Nature,305.3,4.31,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
143,Chahkooh Canyon,Tourist attraction,4.7,1034.0,Tourist attraction,"Hormozgan Province, Chahu Sharghi, rwsty chhw shrqy,, MGMQ+52M Chahkooh Canyon, jzyrh qshm,",Qeshm,Iran,Hormozgan,,Entertainment,4859.8,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
144,Zeytoon Park,Park,4.3,622.0,"Park, Tourist attraction","Zeytoon Park, W7MC+74G, Qeshm, Hormozgan Province",Qeshm,Iran,Hormozgan,,Nature,2674.6,4.31,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
145,Salt Cave Of Qeshm,Tourist attraction,4.4,349.0,Tourist attraction,"Hormozgan Province, Salt Cave Road, JG67+V72 Salt Cave Of Qeshm",Qeshm,Iran,Hormozgan,,Entertainment,1535.6000000000001,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
146,The Valley of the Statues,Tourist attraction,4.7,329.0,Tourist attraction,"The Valley of the Statues, 2CQX+77Q, Hormoz, Hormozgan Province",Qeshm,Iran,Hormozgan,,Entertainment,1546.3,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
147,Hormoz Portuguese Castle,Historical place,4.3,322.0,"Historical place, Tourist attraction","Hormoz Portuguese Castle, 4F22+4VH, Hormoz, Hormozgan Province",Qeshm,Iran,Hormozgan,,Cultural,1384.6,4.19,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
148,Turtles Beach,Tourist attraction,4.7,231.0,Tourist attraction,"Turtles Beach, 2FRQ+PW7, Qeshm, Hormozgan Province",Qeshm,Iran,Hormozgan,,Entertainment,1085.7,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
149,jngl Hr shyl,Tourist attraction,4.6,123.0,Tourist attraction,"jngl Hr shyl, Hormozgan Province",Qeshm,Iran,Hormozgan,,Entertainment,565.8,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
150,Rainbow Cave,Tourist attraction,4.7,78.0,Tourist attraction,"Hormozgan Province, Unnamed Road, 2FVJ+VX9 Rainbow Cave",Qeshm,Iran,Hormozgan,,Entertainment,366.6,4.52,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
151,Museum Geopark,Museum,4.1,71.0,"Museum, Tourist attraction","Museum Geopark, Qeshm, Hormozgan Province",Qeshm,Iran,Hormozgan,,Cultural,291.09999999999997,4.19,"Bandar-abbas, Bandar-e-lengeh, Kish, Qeshm"
152,Taq-e Bostan,Tourist attraction,4.6,1332.0,"Tourist attraction, Historical landmark","Taq-e Bostan, 94PJ+XWH, Kermanshah, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Entertainment,6127.2,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
153,Tekiye Moaven Al Molk,Tourist attraction,4.4,356.0,Tourist attraction,"Kermanshah Province, Kermanshah, Hadad Adel St, 837C+C62 Tekiye Moaven Al Molk",Kermanshah,Iran,Kermanshah,,Entertainment,1566.4,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
154,Shafei Jameh Mosque,Mosque,4.5,208.0,"Mosque, Tourist attraction","Kermanshah Province, Kermanshah, Javanshir Blvd., 8389+Q2C Shafei Jameh Mosque",Kermanshah,Iran,Kermanshah,,Religious,936.0,4.54,"Bisotun, Kangavar, Kermanshah, Marivan"
155,Koohestan Park,City park,4.5,169.0,City park,"Koohestan Park, 94XG+6C2 Tazeh Abad, Kermanshah, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Nature,760.5,4.42,"Bisotun, Kangavar, Kermanshah, Marivan"
156,Zagros Paleolithic Museum,Archaeological museum,4.3,148.0,"Archaeological museum, Historical place museum, Tourist attraction","Kermanshah Province, Kermanshah, Modares St, 839C+FP8 Zagros Paleolithic Museum",Kermanshah,Iran,Kermanshah,,Cultural,636.4,4.38,"Bisotun, Kangavar, Kermanshah, Marivan"
157,Rejaw,Tourist attraction,4.5,138.0,Tourist attraction,"Rejaw, F2J3+4CH, Rijab, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Entertainment,621.0,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
158,BaBa Yadegar,Shrine,4.6,117.0,"Shrine, Tourist attraction","BaBa Yadegar, GXV9+VCM, Zardeh, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Religious,538.1999999999999,4.54,"Bisotun, Kangavar, Kermanshah, Marivan"
159,Eastern Park,City park,4.4,97.0,"City park, Tourist attraction","Kermanshah Province, Kermanshah, Tehran Old Rd, 94MQ+GCQ Eastern Park",Kermanshah,Iran,Kermanshah,,Nature,426.8,4.42,"Bisotun, Kangavar, Kermanshah, Marivan"
160,Moalem Park,City park,4.3,94.0,"City park, Tourist attraction","Moalem Park, 83JF+55C Farhangiyan 1, Kermanshah, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Nature,404.2,4.42,"Bisotun, Kangavar, Kermanshah, Marivan"
161,Taq-e Bostan Blvd,Tourist attraction,4.5,77.0,Tourist attraction,"Taq-e Bostan Blvd, 94MJ+QRJ District 7, Kermanshah, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Entertainment,346.5,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
162,Bam-e Kermanshah,Tourist attraction,4.3,56.0,Tourist attraction,"Bam-e Kermanshah, 94PQ+WRG, Kermanshah, Kermanshah Province",Kermanshah,Iran,Kermanshah,,Entertainment,240.79999999999998,4.55,"Bisotun, Kangavar, Kermanshah, Marivan"
163,Ilam View Tower,Tourist attraction,4.2,420.0,Tourist attraction,"Ilam View Tower, Panitanki, Ilam 57300, Nepal",Ilam,Iran,Ilam,,Entertainment,1764.0,4.2,Ilam
164,armgh y`qwb lyth Sfry,Historical landmark,4.6,185.0,"Historical landmark, Tourist attraction","armgh y`qwb lyth Sfry, 8G39+3R, Eslamabad, Khuzestan Province",Dezful,Iran,Khuzestan,,Cultural,850.9999999999999,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
165,Karkheh Dam,Tourist attraction,4.3,277.0,Tourist attraction,"Karkheh Dam, Andimeshk, Khuzestan Province",Dezful,Iran,Khuzestan,,Entertainment,1191.1,4.36,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
166,Old Bridge,Bridge,4.5,81.0,Bridge,"Old Bridge, 99JR+7J9, Dezful, Khuzestan Province",Dezful,Iran,Khuzestan,,Cultural,364.5,4.54,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
167,Towbiroun Valley,Hiking area,4.8,80.0,Hiking area,"Towbiroun Valley, FJHV+HJF, Gavmir, Khuzestan Province",Dezful,Iran,Khuzestan,,Nature,384.0,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
168,Dezful water mills,Tourist attraction,4.6,79.0,Tourist attraction,"Dezful water mills, 99PW+45R, Dezful, Khuzestan Province",Dezful,Iran,Khuzestan,,Entertainment,363.4,4.36,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
169,Doua Marina,Park,4.2,54.0,Park,"Doua Marina, 99RW+QH5, Dezful, Khuzestan Province",Dezful,Iran,Khuzestan,,Nature,226.8,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
170,prkh r`n,Park,4.4,53.0,"Park, Tourist attraction","prkh r`n, 99PV+8FW, Dezful, Khuzestan Province",Dezful,Iran,Khuzestan,,Nature,233.20000000000002,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
171,"State parks, meetings",National park,4.1,53.0,National park,"State parks, meetings, CC5C+545, Dezful, Khuzestan Province",Dezful,Iran,Khuzestan,,Nature,217.29999999999998,4.35,"Abadan, Ahvaz, Behbahan, Dezful, Shushtar"
172,Jangal abr,National forest,4.4,1945.0,"National forest, Tourist attraction","Jangal abr, Q23J+7M3, Abr, Semnan Province",Shahrud,Iran,Semnan,,Nature,8558.0,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
173,Kaboudwall Waterfall,Tourist attraction,4.5,1324.0,Tourist attraction,"Kaboudwall Waterfall, VVCQ+RF3, Ali Abad, Golestan Province",Shahrud,Iran,Golestan,,Entertainment,5958.0,4.5,"Aliabad-katul, Bojnurd, Gonbad-e-kavus, Gorgan, Kordkuy, Shahroud, Shahrud"
174,Shahroud Waterfall,Park,4.2,261.0,Park,"Shahroud Waterfall, CXG2+RV5, Shahrud, Semnan Province",Shahrud,Iran,Semnan,,Nature,1096.2,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
175,Olang Forest,National forest,4.7,174.0,National forest,"Golestan Province, jdh shhrwd - rmyn, R6VJ+PC8 Olang Forest",Shahrud,Iran,Golestan,,Nature,817.8000000000001,4.55,"Aliabad-katul, Bojnurd, Gonbad-e-kavus, Gorgan, Kordkuy, Shahroud, Shahrud"
176,Meshgin Shahr Suspended Bridge,Tourist attraction,4.3,1712.0,Tourist attraction,"Meshgin Shahr Suspended Bridge, 9MGJ+HWF, Meshginshahr, Ardabil Province",Ardabil,Iran,Ardabil,,Entertainment,7361.599999999999,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
177,Sheikh Safi Al-Din Ardabili's Shrine,Historical landmark,4.5,1245.0,"Historical landmark, Tourist attraction","Ardabil, Sheikh Safi Al-din Ardabili, 67XR+7F4 Sheikh Safi Al-Din Ardabili's Shrine, `ly qpw",Ardabil,Iran,Ardabil,,Cultural,5602.5,4.47,"Ardabil, Khalkhal, Meshkin-shahr"
178,Shourabil Lake,Lake,4.3,852.0,Lake,"Shourabil Lake, Ardabil",Ardabil,Iran,Ardabil,,Nature,3663.6,4.3,"Ardabil, Khalkhal, Meshkin-shahr"
179,Sooha Lake,Tourist attraction,4.6,411.0,Tourist attraction,"Ardabil Province, Sooha, jdh, 7MGP+HJX Sooha Lake",Ardabil,Iran,Ardabil,,Entertainment,1890.6,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
180,Shorabil Tourism Complex,Tourist attraction,4.3,176.0,Tourist attraction,"Ardabil, Shorabil st, 676J+5P5 Shorabil Tourism Complex",Ardabil,Iran,Ardabil,,Entertainment,756.8,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
181,Ardabil Anthropology Museum,Museum,4.1,71.0,"Museum, Tourist attraction","Ardabil Anthropology Museum, 67XQ+VGP, Ardabil, Ardabil Province",Ardabil,Iran,Ardabil,,Cultural,291.09999999999997,4.47,"Ardabil, Khalkhal, Meshkin-shahr"
182,Haft Cheshmeh Bridge,Bridge,4.1,68.0,"Bridge, Tourist attraction","Ardabil, Motahhari, 67QV+8JH Haft Cheshmeh Bridge",Ardabil,Iran,Ardabil,,Cultural,278.79999999999995,4.47,"Ardabil, Khalkhal, Meshkin-shahr"
183,sr`yn,Tourist attraction,4.5,67.0,Tourist attraction,"sr`yn, 532C+M95, Sareyn, Ardabil Province",Ardabil,Iran,Ardabil,,Entertainment,301.5,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
184,Recreation Center of Fandoghlou,Tourist attraction,4.6,55.0,Tourist attraction,"Ardabil Province, Namin, Doudaran-Fandoghlou, CH22+GH9 Recreation Center of Fandoghlou",Ardabil,Iran,Ardabil,,Entertainment,252.99999999999997,4.34,"Ardabil, Khalkhal, Meshkin-shahr"
185,Mini World of Malayer,Tourist attraction,4.5,128.0,"Tourist attraction, Theme park","Hamadan Province, Malayer, jdh slmt, 8R87+5GG Mini World of Malayer",Malayer,Iran,Hamedan,,Entertainment,576.0,4.43,"Hamedan, Malayer, Tuyserkan"
186,Seifiyeh Park,Park,4.4,168.0,"Park, Tourist attraction","Hamadan Province, Malayer, Parastar Blvd, 7RXQ+V6R Seifiyeh Park",Malayer,Iran,Hamedan,,Nature,739.2,4.39,"Hamedan, Malayer, Tuyserkan"
187,Lotfalian Museum,Museum,4.4,80.0,"Museum, Tourist attraction","Lotfalian Museum, 7RQF+437, Malayer, Hamadan Province",Malayer,Iran,Hamedan,,Cultural,352.0,4.35,"Hamedan, Malayer, Tuyserkan"
188,Saif al-Daula's tomb,Tourist attraction,4.4,54.0,Tourist attraction,"Saif al-Daula's tomb, 7RWQ+M69, Malayer, Hamadan Province",Malayer,Iran,Hamedan,,Entertainment,237.60000000000002,4.43,"Hamedan, Malayer, Tuyserkan"
189,Jangal abr,National forest,4.4,1945.0,"National forest, Tourist attraction","Jangal abr, Q23J+7M3, Abr, Semnan Province",Semnan,Iran,Semnan,,Nature,8558.0,4.38,"Garmsar, Semnan, Shahroud, Shahrud"
190,Qasr-e Bahram Caravanserai,Tourist attraction,4.6,209.0,Tourist attraction,"Qasr-e Bahram Caravanserai, Q58G+4V6, Semnan Province",Semnan,Iran,Semnan,,Entertainment,961.4,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
191,Garmsar Salt Cave,Tourist attraction,4.4,195.0,Tourist attraction,"Semnan Province, Unnamed Road, 65W3+PXX Garmsar Salt Cave",Semnan,Iran,Semnan,,Entertainment,858.0000000000001,4.5,"Garmsar, Semnan, Shahroud, Shahrud"
192,Dehnamak Caravanserai,Historical landmark,4.1,125.0,"Historical landmark, Tourist attraction","Semnan Province, Semnan, Unnamed Rd, 7P4J+3CG Dehnamak Caravanserai",Semnan,Iran,Semnan,,Cultural,512.5,4.1,"Garmsar, Semnan, Shahroud, Shahrud"
